weight_A	weight_B	bias	pred_11	pred_10	pred_01	pred_00
0.016248291	-0.077496946	0.0	0.49069434	0.5044219	0.4847405	0.5
0.5090134	0.41526794	-0.015337607	0.6897522	0.60830027	0.58855915	0.49622822
1.1947176	1.1009725	-0.17892054	0.88951916	0.7131236	0.694415	0.45754552
1.8994313	1.8056864	-0.6037428	0.9459339	0.74922836	0.7310263	0.36488342
2.5771663	2.4834206	-1.2315984	0.9642099	0.7466673	0.7284432	0.24399564
3.2161286	3.1223853	-1.959911	0.9745862	0.7291293	0.71056634	0.13581783
3.8118978	3.718152	-2.701971	0.9821981	0.7062457	0.6871508	0.0672955
4.3626633	4.2689195	-3.408899	0.98781407	0.6819112	0.6622139	0.033080008
4.867635	4.773708	-4.061843	0.9917052	0.65771806	0.63748914	0.017252885
5.3129587	5.2187243	-4.656843	0.99427485	0.63308024	0.6124291	0.00972628
5.6904707	5.5957627	-5.195778	0.995935	0.60500884	0.5841407	0.005910998
6.0014944	5.9065404	-5.6825323	0.9969911	0.570521	0.54943603	0.0038389992
6.2557364	6.1611953	-6.1215086	0.997636	0.5303575	0.5089755	0.0026393982
6.462147	6.3682265	-6.5170207	0.99797386	0.48781514	0.4664025	0.001904507
6.628984	6.5360045	-6.8730874	0.99805385	0.44664478	0.42556316	0.0014317138
6.764169	6.672481	-7.1933074	0.9978986	0.4095553	0.3892932	0.00111446
6.8727164	6.781823	-7.480889	0.99751437	0.37730482	0.35794154	0.0008937427
6.95643	6.8661456	-7.7383094	0.9969106	0.349161	0.33063868	0.0007353558
7.015197	6.9257402	-7.963498	0.99617577	0.32380483	0.30618674	0.00061880983
7.052101	6.9638495	-8.156672	0.99540377	0.300703	0.28392488	0.0005311838
7.0737953	6.986938	-8.320824	0.9946481	0.2799084	0.2639017	0.00046404146
7.084943	6.999537	-8.458511	0.9939585	0.26144484	0.24607825	0.00041177744
7.0894	7.005376	-8.572966	0.99336046	0.24522306	0.23043041	0.0003705321
7.0906086	7.0079036	-8.667222	0.99286795	0.23130669	0.21701007	0.0003376019
7.0908065	7.0093403	-8.745663	0.9924548	0.2195601	0.20568165	0.00031098528
7.090872	7.010539	-8.811423	0.99210423	0.20969403	0.19618411	0.0002892519
7.0909147	7.011649	-8.865889	0.9918202	0.20143704	0.18825243	0.0002713963
7.0909605	7.012677	-8.911069	0.99159145	0.19450094	0.18161185	0.00025662626
7.090992	7.013644	-8.948217	0.9914114	0.18868078	0.17606483	0.00024436045
7.091013	7.014547	-8.97841	0.99127483	0.18381701	0.17143987	0.00023414809
7.0910296	7.015405	-9.001606	0.9911914	0.17982669	0.16765359	0.00022568322
